Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,17102024,1183075948,0002506
Trade Date <17-OCT-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1003ICCL28,NX,2,1,50.00
20,2,1003ISFL28,N4,25,25,100.00
20,3,1015ECL29,NR,150,150,100.00
20,4,1018GS2026,GS,5381,5381,100.00
20,5,1025SCL34,Z8,51,51,100.00
20,6,1025UCL25,N8,3,3,100.00
20,7,1035UCL24,N6,400,400,100.00
20,8,1049DLS25A,Y5,60,30,50.00
20,9,1049DLSL25,NX,60,60,100.00
20,10,1050NFL26,N7,205,205,100.00
20,11,1050UCL25,N7,207,197,95.17
20,12,105UCL2026,NB,161,161,100.00
20,13,1060ECL29,NS,100,100,100.00
20,14,1065NFL27,NC,114,114,100.00
20,15,10CAGL27,N5,125,125,100.00
20,16,10IIFL28,N4,60,60,100.00
20,17,10IIFL28A,NE,101,101,100.00
20,18,10ISFL26,N3,170,170,100.00
20,19,10NIDO26,N6,111,111,100.00
20,20,10SCL30A,BV,26,25,96.15
20,21,182D011124,TB,1000,1000,100.00
20,22,182D090125,TB,300,300,100.00
20,23,360ONE,EQ,539214,270888,50.24
20,24,364D020125,TB,900,900,100.00
20,25,364D020525,TB,20800,20800,100.00
20,26,364D030425,TB,500,500,100.00
20,27,364D031025,TB,10000,10000,100.00
20,28,364D080525,TB,500,500,100.00
20,29,364D090125,TB,300,300,100.00
20,30,364D091025,TB,300,300,100.00
20,31,364D100725,TB,100,100,100.00
20,32,364D110925,TB,100000,100000,100.00
20,33,364D121224,TB,100,100,100.00
20,34,364D150525,TB,100,100,100.00
20,35,364D190625,TB,7200,7200,100.00
20,36,364D260625,TB,300,300,100.00
20,37,3IINFOLTD,EQ,821409,506047,61.61
20,38,3MINDIA,EQ,3676,1660,45.16
20,39,574GS2026,GS,8,8,100.00
20,40,5PAISA,EQ,468490,161023,34.37
20,41,618GS2024,GS,5,5,100.00
20,42,63MOONS,EQ,568225,237732,41.84
20,43,645GS2029,GS,1542,771,50.00
20,44,654GS2032,GS,20000,20000,100.00
20,45,667GS2050,GS,2,1,50.00
20,46,679GS2034,GS,1,1,100.00
20,47,689GS2025,GS,14,7,50.00
20,48,697GR2034,GS,699,699,100.00
20,49,699GS2026,GS,5910,5910,100.00
20,50,699GS2051,GS,9443,9443,100.00
20,51,702GS2027,GS,101,100,99.01
20,52,702GS2031,GS,1001,1001,100.00
20,53,704GS2029,GS,10101,10100,99.99
20,54,706GS2028,GS,22672,22672,100.00
20,55,709GS2054,GS,500,500,100.00
20,56,710GS2029,GS,100473,100473,100.00
20,57,716GS2050,GS,100,100,100.00
20,58,717GS2030,GS,4935,4435,89.87
20,59,718GS2033,GS,500,500,100.00
20,60,718GS2037,GS,1501700,1501700,100.00
20,61,71GS2034,GS,200,200,100.00
20,62,723GS2039,GS,10142,10142,100.00
20,63,725GS2063,GS,36111,35211,97.51
20,64,726GS2032,GS,438603,437203,99.68
20,65,726GS2033,GS,2600,2600,100.00
20,66,729IRFC26,NN,216,196,90.74
20,67,729NHAI26,NC,100,99,99.00
20,68,732GS2030,GS,200,200,100.00
20,69,732IRFC25,NI,154,154,100.00
20,70,733GS2026,GS,10240,10240,100.00
20,71,734GS2064,GS,3201,3201,100.00
20,72,734IRFC28,N4,509,501,98.43
20,73,737GS2028,GS,7300,7200,98.63
20,74,738GS2027,GS,118003,118003,100.00
20,75,739NHAI26,N8,90,90,100.00
20,76,739NHAI31A,ND,166,141,84.94
20,77,73GS2053,GS,19850,15850,79.85
20,78,741GS2036,GS,254806,254799,100.00
20,79,746GS2073,GS,4957,4957,100.00
20,80,74GS2062,GS,997,969,97.19
20,81,750IRFC35,NK,500,500,100.00
20,82,751HUDCO28,N5,460,460,100.00
20,83,753IRFC30,NJ,50,50,100.00
20,84,754GS2036,GS,233851,228736,97.81
20,85,762NTPC35F,ND,10,10,100.00
20,86,764HUDCO31,N8,38,38,100.00
20,87,764IRFC31,NO,3032,2532,83.51
20,88,764NABAR31,N2,700,600,85.71
20,89,769NHAI31,NE,1020,939,92.06
20,90,76NHAI31,NA,2543,2208,86.83
20,91,772GS2049,GS,111,111,100.00
20,92,777MN38,SG,300,300,100.00
20,93,78ABFL33,N4,5,5,100.00
20,94,797IGT31,NL,225,225,100.00
20,95,79NHIT35,N1,2287,2186,95.58
20,96,79NHIT40,N2,141,141,100.00
20,97,79NHIT47,N3,1714,1714,100.00
20,98,801TCH25,N4,66,63,95.45
20,99,810IRFC27,N2,3873,3871,99.95
20,100,81TCHF28,N8,10,10,100.00
20,101,824GS2027,GS,3541,3541,100.00
20,102,829LTF24,NL,1,1,100.00
20,103,82HUDCO27,N2,2294,2038,88.84
20,104,82IGT31,NJ,1015,1015,100.00
20,105,830NHAI27,N2,4113,3897,94.75
20,106,830PFCL27,N5,450,450,100.00
20,107,83TCHF25,N6,142,98,69.01
20,108,840CIFCL28,N4,6,3,50.00
20,109,842IIFL26,NL,270,270,100.00
20,110,843IHFL29,NC,98,82,83.67
20,111,849NTPC25,N7,190949,31849,16.68
20,112,851HUDCO28,NB,2,2,100.00
20,113,85IIFL25,NO,4,4,100.00
20,114,865IFL28,NZ,240,240,100.00
20,115,865IIFL28,NS,530,526,99.25
20,116,865IRFC29,NA,190,190,100.00
20,117,865LTF26,NN,35,35,100.00
20,118,865TCAPS27,N8,3612,2749,76.11
20,119,86LTF24,NJ,451,451,100.00
20,120,871REC28,N9,240,240,100.00
20,121,875IHFL29,ND,99,99,100.00
20,122,875IIFL26,NM,35,35,100.00
20,123,875IIFL26A,NQ,63,63,100.00
20,124,875NHAI29,N6,802,801,99.88
20,125,875PCHFL26,N8,50,50,100.00
20,126,879NHPC28,N5,50,50,100.00
20,127,87LTF27,NH,158,158,100.00
20,128,87SCL27,Z6,10,10,100.00
20,129,87SCL27A,ZK,12,12,100.00
20,130,880IREDA29,N5,1126,1126,100.00
20,131,885MOFSL26,N0,200,100,50.00
20,132,888ERFL28,N5,1,1,100.00
20,133,888IRFC29,NE,1455,1014,69.69
20,134,888NHB29,N5,50,50,100.00
20,135,888REC29,NF,94,94,100.00
20,136,891IIFCL34,N4,150,150,100.00
20,137,891NTPC33,N6,1,1,100.00
20,138,892PFCL33,N8,514,513,99.81
20,139,898LTF29,N7,150,75,50.00
20,140,8ABFL26,N0,100,100,100.00
20,141,901HUDCO34,NE,42,42,100.00
20,142,901NHB34,N6,210,210,100.00
20,143,903SFL28,YI,5,5,100.00
20,144,905LTF27,NF,40,40,100.00
20,145,910TCAP28,NA,52,50,96.15
20,146,915SCL26,NE,180,90,50.00
20,147,91MOFSL27,N2,25,25,100.00
20,148,925SCL25,N5,21,21,100.00
20,149,92GS2030,GS,12502,12502,100.00
20,150,930SFL28,YP,200,200,100.00
20,151,93MOFSL34,N6,501,500,99.80
20,152,943ECL28,NJ,38,38,100.00
20,153,94SFL28,YL,500,500,100.00
20,154,950SCL23A,AP,10,10,100.00
20,155,957NIDO26,N5,20,20,100.00
20,156,960IIFLS26,N9,100,100,100.00
20,157,965AEL27,N4,200,200,100.00
20,158,965SCL25B,Y1,20,20,100.00
20,159,965SCL26F,N1,10,10,100.00
20,160,966ICCL25A,NI,21,12,57.14
20,161,96IIFL28,N5,2135,1876,87.87
20,162,96IIFL28A,NF,1349,1306,96.81
20,163,96SFL24A,NB,35,35,100.00
20,164,970CAGL28,ND,104,66,63.46
20,165,975NFL25,N0,1,1,100.00
20,166,985IIFL22,NC,235,235,100.00
20,167,98ICCL26,NU,23,23,100.00
20,168,98SCL27,ZX,20,10,50.00
20,169,990SCL26,N7,431,353,81.90
20,170,990SCL26B,Y7,105,105,100.00
20,171,99AEL29,N7,227,227,100.00
20,172,99IFCI24,NH,97,92,94.85
20,173,9ICCL23A,N0,5,5,100.00
20,174,9IIFL28A,NT,460,460,100.00
20,175,9MMFSML,N2,75,75,100.00
20,176,9SFL25A,ZH,100,100,100.00
20,177,A2ZINFRA,EQ,232004,156391,67.41
20,178,AAATECH,EQ,23395,12894,55.11
20,179,AADHARHFC,EQ,548081,326198,59.52
20,180,AAKASH,EQ,119316,68676,57.56
20,181,AARON,EQ,9732,2921,30.01
20,182,AARTECH,EQ,601319,109906,18.28
20,183,AARTIDRUGS,EQ,76377,40957,53.62
20,184,AARTIIND,EQ,1001847,374570,37.39
20,185,AARTIPHARM,EQ,52478,25531,48.65
20,186,AARVI,EQ,807954,117832,14.58
20,187,AATMAJ,SM,6000,6000,100.00
20,188,AAVAS,EQ,107143,60503,56.47
20,189,ABAN,EQ,55032,36163,65.71
20,190,ABB,EQ,407941,85912,21.06
20,191,ABBOTINDIA,EQ,12015,5550,46.19
20,192,ABCAPITAL,EQ,3368608,1566385,46.50
20,193,ABCOTS,ST,500,500,100.00
20,194,ABDL,EQ,320049,174331,54.47
20,195,ABFRL,EQ,2633321,1120811,42.56
20,196,ABGSEC,EQ,97,87,89.69
20,197,ABMINTLLTD,EQ,5165,3896,75.43
20,198,ABREL,EQ,137439,58664,42.68
20,199,ABSLAMC,EQ,1449006,387105,26.72
20,200,ABSLBANETF,EQ,36349,29588,81.40
20,201,ABSLLIQUID,EQ,3919,2956,75.43
20,202,ABSLNN50ET,EQ,32430,26928,83.03
20,203,ABSLPSE,EQ,210936,168734,79.99
20,204,ABSMARINE,SM,46000,32000,69.57
20,205,ACC,EQ,233994,121007,51.71
20,206,ACCELYA,EQ,37921,18990,50.08
20,207,ACCENTMIC,SM,127500,87000,68.24
20,208,ACE,EQ,246081,95850,38.95
20,209,ACEINTEG,EQ,37160,10706,28.81
20,210,ACI,EQ,130656,66276,50.73
20,211,ACL,EQ,18815,9622,51.14
20,212,ACLGATI,EQ,578334,265583,45.92
20,213,ACSAL,ST,60000,60000,100.00
20,214,ADANIENSOL,EQ,1487254,796701,53.57
20,215,ADANIENT,EQ,2655289,1687179,63.54
20,216,ADANIGREEN,EQ,355958,153722,43.19
20,217,ADANIPORTS,EQ,1418861,718699,50.65
20,218,ADANIPOWER,EQ,2025544,1122219,55.40
20,219,ADFFOODS,EQ,821620,186845,22.74
20,220,ADORWELD,EQ,7726,4856,62.85
20,221,ADROITINFO,EQ,92435,33926,36.70
20,222,ADROITPP1,E1,4087,3419,83.66
20,223,ADSL,EQ,621449,249382,40.13
20,224,ADVANIHOTR,EQ,70406,45340,64.40
20,225,ADVENZYMES,EQ,531450,204585,38.50
20,226,AEGISLOG,EQ,246563,111875,45.37
20,227,AEL120924B,N8,368,368,100.00
20,228,AEROFLEX,EQ,1675743,608975,36.34
20,229,AERON,SM,27000,22000,81.48
20,230,AESTHETIK,SM,50000,38000,76.00
20,231,AETHER,EQ,109154,54438,49.87
20,232,AFFLE,EQ,153689,56714,36.90
20,233,AFIL,EQ,43316,22061,50.93
20,234,AGARIND,EQ,13591,6966,51.25
20,235,AGARWALFT,SM,3000,3000,100.00
20,236,AGI,EQ,234108,126265,53.93
20,237,AGIIL,EQ,1333,849,63.69
20,238,AGNI,SM,35000,25000,71.43
20,239,AGRITECH,EQ,8606,5300,61.58
20,240,AGROPHOS,EQ,108753,65552,60.28
20,241,AGSTRA,EQ,213551,116188,54.41
20,242,AGUL,SM,2000,2000,100.00
20,243,AHL,EQ,151517,113179,74.70
20,244,AHLADA,EQ,34006,11311,33.26
20,245,AHLEAST,EQ,762013,311478,40.88
20,246,AHLUCONT,EQ,156663,66370,42.36
20,247,AIAENG,EQ,65641,31823,48.48
20,248,AIIL,EQ,67114,31778,47.35
20,249,AILIMITED,ST,3000,3000,100.00
20,250,AIMTRON,ST,36000,32000,88.89
20,251,AIROLAM,EQ,15687,7785,49.63
20,252,AIRTELPP,E1,102275,49390,48.29
20,253,AISL,ST,2400,1200,50.00
20,254,AJANTPHARM,EQ,74767,29146,38.98
20,255,AJMERA,EQ,455547,162276,35.62
20,256,AKANKSHA,SM,68000,44000,64.71
20,257,AKASH,EQ,26738,6866,25.68
20,258,AKG,EQ,70111,52335,74.65
20,259,AKI,EQ,103376,46132,44.63
20,260,AKIKO,SM,4800,4800,100.00
20,261,AKSHAR,EQ,1932152,1932152,100.00
20,262,AKSHARCHEM,EQ,4905,3213,65.50
20,263,AKSHOPTFBR,EQ,1568210,991785,63.24
20,264,AKUMS,EQ,235774,161056,68.31
20,265,AKZOINDIA,EQ,9323,4564,48.95
20,266,ALANKIT,EQ,747471,376413,50.36
20,267,ALEMBICLTD,EQ,512453,260254,50.79
20,268,ALICON,EQ,12258,5723,46.69
20,269,ALKALI,EQ,11056,4504,40.74
20,270,ALKEM,EQ,159045,85678,53.87
20,271,ALKYLAMINE,EQ,53710,25331,47.16
20,272,ALLCARGO,EQ,1576748,761155,48.27
20,273,ALLDIGI,EQ,31625,19448,61.50
20,274,ALLETEC,SM,64800,35200,54.32
20,275,ALOKINDS,EQ,8709132,3742197,42.97
20,276,ALPEXSOLAR,SM,432800,174400,40.30
20,277,ALPHA,EQ,1400985,1095513,78.20
20,278,ALPHAETF,EQ,1341911,1166384,86.92
20,279,ALPL30IETF,EQ,2129087,1887456,88.65
20,280,ALUWIND,ST,6000,6000,100.00
20,281,AMBER,EQ,497367,59333,11.93
20,282,AMBEY,SM,80000,58000,72.50
20,283,AMBICAAGAR,EQ,11565,3334,28.83
20,284,AMBIKCO,EQ,6545,3642,55.65
20,285,AMBUJACEM,EQ,3483057,1898245,54.50
20,286,AMDIND,EQ,20580,12158,59.08
20,287,AMEYA,ST,38000,36000,94.74
20,288,AMIORG,EQ,87032,43412,49.88
20,289,AMNPLST,EQ,39198,18820,48.01
20,290,AMRUTANJAN,EQ,19812,11024,55.64
20,291,ANANDRATHI,EQ,46234,25520,55.20
20,292,ANANTRAJ,EQ,694271,370486,53.36
20,293,ANDHRAPAP,EQ,113631,63421,55.81
20,294,ANDHRSUGAR,EQ,143893,71283,49.54
20,295,ANGELONE,EQ,4881484,687443,14.08
20,296,ANLON,SM,67600,61200,90.53
20,297,ANMOL,EQ,86851,58823,67.73
20,298,ANNAPURNA,SM,65500,50000,76.34
20,299,ANUP,EQ,225913,204983,90.74
20,300,ANURAS,EQ,51340,31301,60.97
20,301,APARINDS,EQ,55229,16965,30.72
20,302,APCL,EQ,6023,2683,44.55
20,303,APCOTEXIND,EQ,16588,7420,44.73
20,304,APEX,EQ,88891,52553,59.12
20,305,APLAPOLLO,EQ,690232,495546,71.79
20,306,APLLTD,EQ,117820,43381,36.82
20,307,APOLLO,EQ,681252,347125,50.95
20,308,APOLLOHOSP,EQ,183572,107187,58.39
20,309,APOLLOPIPE,EQ,35847,19311,53.87
20,310,APOLLOTYRE,EQ,1451399,519639,35.80
20,311,APOLSINHOT,EQ,5050,2954,58.50
20,312,APRAMEYA,SM,140000,100000,71.43
20,313,APS,ST,86000,86000,100.00
20,314,APTECHT,EQ,141365,67197,47.53
20,315,APTUS,EQ,1989147,507562,25.52
20,316,ARABIAN,SM,32000,14000,43.75
20,317,ARCHIDPLY,EQ,41761,23218,55.60
20,318,ARE&M,EQ,306807,158139,51.54
20,319,ARHAM,SM,3000,3000,100.00
20,320,ARIES,EQ,22239,10539,47.39
20,321,ARIHANTACA,ST,2400,2400,100.00
20,322,ARIHANTCAP,EQ,1565923,582167,37.18
20,323,ARIHANTSUP,EQ,25667,13219,51.50
20,324,ARISTO,SM,147200,102400,69.57
20,325,ARKADE,EQ,634793,257043,40.49
20,326,ARMANFIN,EQ,24176,15734,65.08
20,327,AROGRANITE,EQ,15846,12168,76.79
20,328,ARROWGREEN,EQ,14766,9639,65.28
20,329,ARTEMISMED,EQ,121571,70990,58.39
20,330,ARVEE,EQ,2570,1476,57.43
20,331,ARVIND,EQ,288101,112967,39.21
20,332,ARVINDFASN,EQ,967755,738508,76.31
20,333,ARVSMART,EQ,50439,26391,52.32
20,334,ASAHIINDIA,EQ,172125,77101,44.79
20,335,ASAL,EQ,19827,12799,64.55
20,336,ASALCBR,EQ,31084,16690,53.69
20,337,ASCOM,ST,4000,4000,100.00
20,338,ASHALOG,SM,22000,20000,90.91
20,339,ASHAPURMIN,EQ,101326,63591,62.76
20,340,ASHIANA,EQ,90492,41285,45.62
20,341,ASHOKA,EQ,1165087,620645,53.27
20,342,ASHOKLEY,EQ,12467777,7698885,61.75
20,343,ASIANENE,EQ,59702,36265,60.74
20,344,ASIANHOTNR,EQ,7237,4480,61.90
20,345,ASIANPAINT,EQ,674481,424616,62.95
20,346,ASIANTILES,EQ,899552,499974,55.58
20,347,ASKAUTOLTD,EQ,351570,221164,62.91
20,348,ASLIND,SM,6000,4000,66.67
20,349,ASMS,EQ,351543,201957,57.45
20,350,ASPINWALL,EQ,3770,2593,68.78
20,351,ASPIRE,SM,24000,24000,100.00
20,352,ASTEC,EQ,5877,3490,59.38
20,353,ASTERDM,EQ,408952,193457,47.31
20,354,ASTRAL,EQ,528719,294274,55.66
20,355,ASTRAMICRO,EQ,130587,68252,52.27
20,356,ASTRAZEN,EQ,22136,4651,21.01
20,357,ASTRON,EQ,14115,9913,70.23
20,358,ATALREAL,EQ,9732966,7213996,74.12
20,359,ATAM,EQ,14918,8614,57.74
20,360,ATFL,EQ,89928,46464,51.67
20,361,ATGL,EQ,360438,151919,42.15
20,362,ATL,EQ,422414,238421,56.44
20,363,ATMASTCO,ST,66400,64800,97.59
20,364,ATUL,EQ,84446,42837,50.73
20,365,ATULAUTO,EQ,24267,14261,58.77
20,366,AUBANK,EQ,323933,90160,27.83
20,367,AURDIS,SM,2500,1875,75.00
20,368,AURIONPRO,EQ,50410,26938,53.44
20,369,AUROIMPEX,SM,6400,6400,100.00
20,370,AUROPHARMA,EQ,736438,459980,62.46
20,371,AURUMPP1,X1,746,716,95.98
20,372,AUSL,SM,16000,14000,87.50
20,373,AUSOMENT,EQ,92320,46122,49.96
20,374,AUTOAXLES,EQ,3468,2021,58.28
20,375,AUTOBEES,EQ,1248806,1038940,83.19
20,376,AUTOIETF,EQ,3267546,2366519,72.42
20,377,AUTOIND,EQ,69999,36824,52.61
20,378,AVADHSUGAR,EQ,76664,33845,44.15
20,379,AVALON,EQ,264999,121611,45.89
20,380,AVANTEL,EQ,1226214,599502,48.89
20,381,AVANTIFEED,EQ,226441,85465,37.74
20,382,AVG,EQ,58450,32434,55.49
20,383,AVIANSH,SM,32000,30000,93.75
20,384,AVPINFRA,ST,28800,27200,94.44
20,385,AVTNPL,EQ,66766,43119,64.58
20,386,AWFIS,EQ,234135,116912,49.93
20,387,AWHCL,EQ,208528,94330,45.24
20,388,AWL,EQ,1033669,619773,59.96
20,389,AXISBANK,EQ,6595231,3699154,56.09
20,390,AXISBNKETF,EQ,445,412,92.58
20,391,AXISBPSETF,EQ,53660,43637,81.32
20,392,AXISCADES,EQ,61088,38445,62.93
20,393,AXISCETF,EQ,9587,7693,80.24
20,394,AXISGOLD,EQ,139324,113419,81.41
20,395,AXISHCETF,EQ,5780,4242,73.39
20,396,AXISILVER,EQ,38504,29022,75.37
20,397,AXISNIFTY,EQ,5253,4400,83.76
20,398,AXISTECETF,EQ,1578,1121,71.04
20,399,AXITA,EQ,3994269,1885835,47.21
20,400,AXSENSEX,EQ,2755,2461,89.33
20,401,AZAD,EQ,101414,73722,72.69
20,402,BABAFP,SM,9600,8000,83.33
20,403,BAGFILMS,EQ,1410641,645744,45.78
20,404,BAHETI,SM,3750,2250,60.00
20,405,BAJAJ-AUTO,EQ,3668914,1240947,33.82
20,406,BAJAJCON,EQ,349113,161945,46.39
20,407,BAJAJELEC,EQ,26810,12212,45.55
20,408,BAJAJFINSV,EQ,1115879,542404,48.61
20,409,BAJAJHCARE,EQ,75879,51706,68.14
20,410,BAJAJHFL,EQ,18515750,9548305,51.57
20,411,BAJAJHIND,EQ,7824578,3548611,45.35
20,412,BAJAJHLDNG,EQ,36005,15565,43.23
20,413,BAJEL,EQ,301420,177152,58.77
20,414,BAJFINANCE,EQ,689755,292123,42.35
20,415,BALAJEE,EQ,579446,414592,71.55
20,416,BALAMINES,EQ,28173,14107,50.07
20,417,BALAXI,EQ,38490,14956,38.86
20,418,BALCO,ST,3600,3600,100.00
20,419,BALKRISHNA,EQ,87494,50390,57.59
20,420,BALKRISIND,EQ,98754,32293,32.70
20,421,BALMLAWRIE,EQ,301433,127628,42.34
20,422,BALRAMCHIN,EQ,3037476,2206045,72.63
20,423,BALUFORGE,EQ,545042,230906,42.36
20,424,BANARBEADS,EQ,1078058,266753,24.74
20,425,BANARISUG,EQ,1794,1122,62.54
20,426,BANCOINDIA,EQ,80055,42946,53.65
20,427,BANDHANBNK,EQ,13647152,7465250,54.70
20,428,BANG,EQ,86571,62323,71.99
20,429,BANKA,EQ,24454,9674,39.56
20,430,BANKBARODA,EQ,10781332,4886506,45.32
20,431,BANKBEES,EQ,562204,396187,70.47
20,432,BANKBETF,EQ,16906,8699,51.46
20,433,BANKETF,EQ,4759,4102,86.19
20,434,BANKETFADD,EQ,4916,3968,80.72
20,435,BANKIETF,EQ,100083,53729,53.68
20,436,BANKINDIA,EQ,2476072,1235828,49.91
20,437,BANKNIFTY1,EQ,155922,143347,91.94
20,438,BANKPSU,EQ,863,739,85.63
20,439,BANSALWIRE,EQ,140156,56020,39.97
20,440,BANSWRAS,EQ,29233,15299,52.33
20,441,BARBEQUE,EQ,61098,30347,49.67
20,442,BASF,EQ,27925,10855,38.87
20,443,BASILIC,SM,66300,51300,77.38
20,444,BATAINDIA,EQ,450226,221554,49.21
20,445,BAWEJA,SM,88800,84000,94.59
20,446,BAYERCROP,EQ,27203,7845,28.84
20,447,BBETF0432,EQ,1136,914,80.46
20,448,BBL,EQ,15791,10098,63.95
20,449,BBNPNBETF,EQ,654,495,75.69
20,450,BBNPPGOLD,EQ,1652,1308,79.18
20,451,BBOX,EQ,250033,140287,56.11
20,452,BBTC,EQ,221252,37653,17.02
20,453,BBTCL,EQ,5261,3879,73.73
20,454,BCLIND,EQ,1033677,415898,40.23
20,455,BCONCEPTS,EQ,7735,4365,56.43
20,456,BDL,EQ,386714,213968,55.33
20,457,BEACON,SM,24000,20000,83.33
20,458,BEARDSELL,EQ,131255,67268,51.25
20,459,BECTORFOOD,EQ,74824,36746,49.11
20,460,BEDMUTHA,EQ,279559,123913,44.32
20,461,BEL,EQ,11695551,5236164,44.77
20,462,BEML,EQ,422434,109092,25.82
20,463,BEPL,EQ,1729420,690774,39.94
20,464,BERGEPAINT,EQ,504715,171337,33.95
20,465,BESTAGRO,EQ,1150453,312718,27.18
20,466,BETA,SM,6700,4700,70.15
20,467,BEWLTD,SM,2500,2250,90.00
20,468,BFINVEST,EQ,93386,41137,44.05
20,469,BFSI,EQ,264492,181442,68.60
20,470,BFUTILITIE,EQ,388184,163786,42.19
20,471,BHAGCHEM,EQ,76117,39586,52.01
20,472,BHAGYANGR,EQ,197303,104868,53.15
20,473,BHANDARI,EQ,629177,402863,64.03
20,474,BHARATFORG,EQ,1026919,589076,57.36
20,475,BHARATGEAR,EQ,8676,4978,57.38
20,476,BHARATRAS,EQ,2549,1006,39.47
20,477,BHARATWIRE,EQ,98817,57215,57.90
20,478,BHARTIARTL,EQ,4373392,3031306,69.31
20,479,BHARTIHEXA,EQ,208611,76027,36.44
20,480,BHEL,EQ,20613475,7369600,35.75
20,481,BHINVIT,IV,98086,92106,93.90
20,482,BIGBLOC,EQ,695095,259203,37.29
20,483,BIKAJI,EQ,694946,270661,38.95
20,484,BIKEWO,SM,60000,46000,76.67
20,485,BIOCON,EQ,1768096,848200,47.97
20,486,BIOFILCHEM,EQ,42631,25548,59.93
20,487,BIRDYS,SM,1200,1200,100.00
20,488,BIRET,RR,96848,90560,93.51
20,489,BIRLACABLE,EQ,53620,28103,52.41
20,490,BIRLACORPN,EQ,125181,73796,58.95
20,491,BLAL,EQ,40282,20358,50.54
20,492,BLBLIMITED,EQ,342678,205696,60.03
20,493,BLISSGVS,EQ,2584669,703880,27.23
20,494,BLKASHYAP,EQ,277578,178782,64.41
20,495,BLS,EQ,1531051,564187,36.85
20,496,BLSE,EQ,238917,134707,56.38
20,497,BLUEDART,EQ,111737,69144,61.88
20,498,BLUEJET,EQ,29362,13969,47.58
20,499,BLUEPEBBLE,SM,56800,42400,74.65
20,500,BLUESTARCO,EQ,215696,98541,45.69
20,501,BMETRICS,SM,8000,4000,50.00
20,502,BODALCHEM,EQ,926469,519509,56.07
20,503,BOMDYEING,EQ,17617155,3705650,21.03
20,504,BOROLTD,EQ,173360,80927,46.68
20,505,BORORENEW,EQ,139239,69491,49.91
20,506,BOROSCI,EQ,70185,39123,55.74
20,507,BOSCHLTD,EQ,53057,18856,35.54
20,508,BOSS,SM,72000,24000,33.33
20,509,BPCL,EQ,11023063,6018114,54.60
20,510,BPL,EQ,410737,235566,57.35
20,511,BRACEPORT,SM,86400,78400,90.74
20,512,BRIGADE,EQ,209232,153880,73.55
20,513,BRITANNIA,EQ,188121,95110,50.56
20,514,BRNL,EQ,30467,16276,53.42
20,515,BSE,EQ,3627703,915807,25.24
20,516,BSE500IETF,EQ,227828,178594,78.39
20,517,BSHSL,EQ,18367,10687,58.19
20,518,BSL,EQ,18947,10528,55.57
20,519,BSLGOLDETF,EQ,836701,820856,98.11
